,LoanStatus,Source,ModifiedCreditScore,ModifiedBankruptcyScore,EmploymentStatus,EmployedMonths,TotalMonthlyIncome,PrimeMonthlyLiability,PrimeMonthlyRent,TotalMonthlyDebtBeforeLoan,VehicleYear,VehicleMake,VehicleMileage,isNewVehicle,TotalVehicleValue,AmountRequested,DownPayment,Loanterm,OccupancyStatus,OccupancyDuration,EstimatedMonthlyPayment,NumberOfOpenRevolvingAccounts,LTV,RequestType,DTI,MemberIndicator,CoApplicantIndicator
1778,Declined,LENDER,0,0,Employed,28,3144.0,0.0,425.0,425.0,0,UNDECIDED,0.0,Y,20902.6956131264,25000.0,0.0,66.0,RENT,36,378.79,0.0,0.9986677530706456,REFINANCE-PROMO,0.1204,N,N
1779,Approved,GATEWAY,684,344,Employed,32,2900.0,47.0,300.0,347.0,8,FORD,53348.0,N,10650.0,12363.0,0.0,66.0,LIVEWITHPARENTS,240,233.3,2.0,1.1608,INDIRECT,0.11966,N,N
1781,Declined,LENDER,631,317,Employed,31,6666.67,680.9,630.0,1310.9,0,UNDECIDED,0.0,Y,20902.6956131264,30000.0,0.0,75.0,RENT,12,482.76,6.0,0.9986677530706456,DEALER PURCHASE,0.19663,Y,N
1782,Approved,GATEWAY,792,329,Employed,121,14583.33,1432.0,0.0,1432.0,2,GMC,11.0,Y,64852.0,60207.0,0.0,72.0,OWN,25,770.86,1.0,0.9283,INDIRECT,0.09819,N,N
1784,Declined,GATEWAY,658,327,Employed,1,3601.0,425.0,300.0,725.0,6,INFINITI,44659.0,N,20825.0,21579.0,500.0,72.0,RENT,2,299.71,4.0,1.0362,INDIRECT,0.20133,N,Y
1786,Declined,GATEWAY,577,156,Unemployed,0,4833.33,1046.42,0.0,1596.42,9,OTHERS,54331.0,N,16725.0,16478.0,2000.0,72.0,BUYING,42,228.87,1.0,0.9852,INDIRECT,0.33029,N,Y
1789,Declined,GATEWAY,586,329,Employed,6,3000.0,50.0,300.0,350.0,3,TOYOTA,12.0,Y,16995.0,18382.0,1000.0,72.0,LIVEWITHPARENTS,24,401.25,0.0,1.0816,INDIRECT,0.11667,N,N
1790,Approved,GATEWAY,773,310,Employed,12,3633.33,123.0,300.0,423.0,3,HYUNDAI,15.0,Y,20175.0,21280.0,0.0,84.0,RENT,12,310.07,4.0,1.0547,CAR SALE,0.11642,N,N
1792,Approved,LENDER,825,448,Retired,0,4333.33,1401.0,0.0,1401.0,9,KIA,87500.0,N,8300.0,9416.3,0.0,36.0,BUYING,324,277.92,1.0,1.1344,REFINANCE,0.32331,N,N
1794,Declined,LENDER,643,169,Employed,0,1.0,0.0,0.0,0.0,0,UNDECIDED,0.0,Y,20902.6956131264,8500.0,0.0,70.2776044568245,RENT,1,372.06952373867927,4.796198835846987,0.9986677530706456,DEALER PURCHASE,0.2661729429214403,N,N
1795,Declined,LENDER,618,67,Others,120,3000.0,1198.0,700.0,1898.0,4,UNDECIDED,0.0,N,20902.6956131264,15000.0,0.0,72.0,RENT,14,225.02,17.0,0.9986677530706456,DEALER PURCHASE,0.63267,Y,N
1796,Declined,GATEWAY,721,183,Retired,0,7054.42,2829.85,0.0,3154.85,8,HYUNDAI,72028.0,N,7825.0,9316.0,0.0,60.0,BUYING,168,174.67,8.0,1.1905,INDIRECT,0.44722,N,Y
1797,Declined,GATEWAY,693,379,Employed,9,1721.0,27.0,300.0,327.0,5,FORD,62029.0,N,12350.0,10647.0,1000.0,72.0,LIVEWITHPARENTS,108,192.6,1.0,0.8621,INDIRECT,0.19001,N,N
1801,Approved,LENDER,640,197,Employed,23,5200.0,186.0,1000.0,1186.0,7,DODGE,66000.0,N,22475.0,22000.0,0.0,66.0,RENT,16,404.41,7.0,0.9788,PRIVATE PARTY,0.22808,Y,N
1807,Declined,GATEWAY,660,334,Employed,24,5058.33,966.0,300.0,1566.0,5,HYUNDAI,38610.0,N,20675.0,24244.0,500.0,75.0,RENT,6,403.57,6.0,1.1726,CAR SALE,0.30959,N,Y
1811,Declined,GATEWAY,525,347,Employed,49,2401.0,40.0,0.0,40.0,8,HYUNDAI,67435.0,N,11850.0,12284.0,0.0,72.0,LIVEWITHPARENTS,1,170.62,2.0,1.0366,INDIRECT,0.01666,N,Y
1818,Approved,GATEWAY,782,361,Retired,324,9300.0,263.0,0.0,263.0,6,TOYOTA,31532.0,N,29750.0,26091.0,5000.0,72.0,OWN,102,470.19,2.0,0.877,INDIRECT,0.02828,N,Y
1819,Declined,CONSUMER,471,1,Employed,24,4000.0,1067.52,300.0,1367.52,7,VOLKSWAGEN,33705.0,N,12999.0,12999.0,0.0,72.0,LIVEWITHPARENTS,24,180.55,19.0,1.0,DEALER PURCHASE,0.34188,N,N
1821,Declined,LENDER,624,343,Employed,12,1906.67,54.0,650.0,704.0,0,UNDECIDED,0.0,N,20902.6956131264,13000.0,0.0,75.0,RENT,36,296.53,2.0,0.9986677530706456,DEALER PURCHASE,0.36923,Y,N
1822,Approved,GATEWAY,678,195,Employed,36,3298.33,1361.0,0.0,1361.0,5,NISSAN,32040.0,N,17725.0,20380.0,0.0,84.0,BUYING,24,286.74,8.0,1.1497,INDIRECT,0.41263,N,N
1823,Approved,GATEWAY,720,351,Employed,36,8333.33,1013.4,0.0,1013.4,5,HYUNDAI,23461.0,Y,22450.0,21596.0,1000.0,60.0,BUYING,36,401.32,16.0,0.9619,INDIRECT,0.12161,N,N
1824,Declined,GATEWAY,705,176,Employed,528,5000.0,2353.96,0.0,2353.96,1,BUICK,297.0,Y,47770.0,44588.0,5000.0,84.0,BUYING,144,653.09,4.0,0.9333,CAR SALE,0.47079,N,N
1827,Declined,GATEWAY,583,341,Employed,32,3200.0,595.0,475.0,1070.0,10,CHEVROLET,94912.0,N,7975.0,8916.0,0.0,48.0,RENT,36,256.72,1.0,1.1179,INDIRECT,0.33438,N,Y
1829,Declined,LENDER,772,407,Employed,1,979.0,45.0,450.0,495.0,5,HYUNDAI,10000.0,N,13700.0,12611.1,0.0,48.0,RENT,12,280.4,5.0,0.9205,REFINANCE,0.50562,Y,N
1831,Declined,GATEWAY,505,120,Employed,5,3083.0,2694.7,0.0,2694.7,3,TOYOTA,44308.0,N,16125.0,14684.0,0.0,72.0,LIVEWITHPARENTS,26,203.95,3.0,0.9106,INDIRECT,0.87405,N,N
1832,Approved,GATEWAY,703,132,Retired,120,8131.0,2895.0,0.0,2895.0,3,MITSUBISHI,112.0,Y,25705.0,27849.0,1000.0,84.0,BUYING,48,387.75,19.0,1.0834,INDIRECT,0.35604,Y,Y
1833,Declined,GATEWAY,508,69,Retired,0,2600.0,930.0,0.0,930.0,8,HYUNDAI,67143.0,N,9525.0,10103.0,450.0,60.0,BUYING,180,168.39,0.0,1.0606,INDIRECT,0.35769,N,N
1835,Declined,GATEWAY,667,408,Employed,1,7453.34,436.0,0.0,436.0,3,MAZDA,38109.0,N,9325.0,9982.0,0.0,75.0,OTHER,6,133.1,3.0,1.0704,INDIRECT,0.0585,N,Y
1839,Approved,LENDER,662,323,Employed,18,2885.0,657.0,300.0,1257.0,8,HONDA,81200.0,N,10350.0,7400.0,0.0,54.0,RENT,38,145.17,10.0,0.7149,REFINANCE-PROMO,0.4357,Y,Y
1843,Approved,GATEWAY,834,377,Retired,360,7001.0,543.0,300.0,843.0,1,MAZDA,13.0,Y,23190.0,18385.0,5000.0,72.0,OTHER,600,318.69,5.0,0.7927,INDIRECT,0.12041,N,Y
1844,Approved,GATEWAY,772,361,Employed,25,5000.0,1035.0,0.0,1035.0,3,KIA,36.0,Y,20765.0,21793.0,500.0,84.0,BUYING,228,352.3,6.0,1.0495,INDIRECT,0.207,N,N
1846,Approved,GATEWAY,683,388,Employed,36,3000.0,308.98,300.0,608.98,8,HYUNDAI,58948.0,N,13150.0,9980.0,3000.0,60.0,LIVEWITHPARENTS,120,185.45,4.0,0.7589,INDIRECT,0.20299,Y,N
1847,Declined,GATEWAY,721,372,Employed,15,3200.0,49.0,300.0,349.0,1,TOYOTA,5.0,Y,20574.0,26123.0,0.0,72.0,RENT,38,362.82,2.0,1.2697,INDIRECT,0.10906,N,N
1849,Declined,GATEWAY,710,322,Employed,24,4000.0,335.0,300.0,635.0,3,MERCEDES-BENZ,10933.0,N,31675.0,32176.0,2000.0,72.0,LIVEWITHPARENTS,25,446.89,0.0,1.0158,INDIRECT,0.15875,N,N
1850,Approved,GATEWAY,674,310,Employed,120,2916.67,120.0,450.0,570.0,2,NISSAN,36.0,Y,26785.0,27893.0,600.0,78.0,RENT,103,460.23,3.0,1.0413,CAR SALE,0.19543,N,N
1853,Declined,GATEWAY,607,193,Employed,48,2430.0,134.62,718.0,852.62,2,CHEVROLET,27.0,Y,19440.0,18212.0,0.0,75.0,RENT,24,342.14,3.0,0.9368,INDIRECT,0.35087,N,N
1854,Approved,GATEWAY,646,415,Employed,1,3333.33,23.0,300.0,323.0,3,HYUNDAI,60.0,Y,26635.0,23944.0,1000.0,75.0,LIVEWITHPARENTS,4,399.12,4.0,0.8989,CAR SALE,0.0969,N,N
1855,Approved,GATEWAY,707,419,Employed,144,3200.0,0.0,400.0,400.0,2,FORD,6.0,Y,42410.0,40851.0,0.0,72.0,RENT,144,648.62,0.0,0.9632,INDIRECT,0.125,N,N
1857,Declined,CONSUMER,541,187,Employed,12,1440.0,222.0,100.0,322.0,6,DODGE,81003.0,N,15000.0,15000.0,0.0,75.0,LIVEWITHPARENTS,24,328.2,0.0,1.0,REFINANCE-PROMO,0.22361,N,N
1859,Declined,GATEWAY,671,197,Employed,24,6250.0,1695.0,0.0,1695.0,5,CHEVROLET,23582.0,N,35425.0,40378.0,0.0,72.0,BUYING,24,647.86,2.0,1.1398,INDIRECT,0.2712,N,N
1865,Declined,GATEWAY,711,346,Retired,0,7475.0,3837.0,0.0,3837.0,5,NISSAN,18677.0,N,9925.0,9647.0,500.0,72.0,BUYING,204,133.99,7.0,0.9719,INDIRECT,0.51331,N,Y
1866,Declined,GATEWAY,677,438,Employed,30,2000.0,267.38,300.0,567.38,6,NISSAN,62806.0,N,25750.0,24320.0,1000.0,72.0,LIVEWITHPARENTS,132,337.78,1.0,0.9444,INDIRECT,0.28369,N,N
1872,Approved,GATEWAY,737,416,Retired,24,6644.0,395.0,0.0,395.0,3,DODGE,277.0,Y,28585.0,22293.0,2000.0,75.0,OTHER,24,365.85,8.0,0.7798,INDIRECT,0.05945,N,Y
1873,Approved,GATEWAY,747,329,Employed,132,1875.0,225.0,300.0,525.0,3,HYUNDAI,24010.0,N,11975.0,10008.0,500.0,72.0,LIVEWITHPARENTS,144,235.54,0.0,0.8357,INDIRECT,0.28,N,N
1875,Approved,GATEWAY,659,307,Employed,24,4200.0,151.0,350.0,501.0,2,MAZDA,15.0,Y,25185.0,25691.0,1000.0,72.0,RENT,26,442.38,4.0,1.02,INDIRECT,0.11929,N,N
1877,Declined,GATEWAY,744,384,Employed,24,6000.0,331.71,500.0,1331.71,7,HONDA,47821.0,N,13400.0,14900.0,1000.0,72.0,RENT,12,228.65,5.0,1.1119,INDIRECT,0.22195,Y,Y
1878,Declined,LENDER,644,157,Employed,328,5000.0,1512.0,0.0,1512.0,4,HONDA,4000.0,Y,22025.0,27000.0,0.0,75.0,BUYING,180,395.86,4.0,1.2258,REFINANCE-PROMO,0.3024,Y,N
1879,Declined,GATEWAY,556,156,Employed,36,1250.0,1026.0,200.0,1226.0,3,HYUNDAI,21707.0,N,23025.0,32360.0,0.0,72.0,OTHER,120,449.45,0.0,1.4054,INDIRECT,0.9808,N,N
1880,Declined,CONSUMER,702,403,Employed,4,1000.0,82.0,0.0,82.0,19,DODGE,95000.0,N,2500.0,2200.0,300.0,24.0,LIVEWITHPARENTS,252,91.67,3.0,0.88,PRIVATE PARTY,0.082,Y,N
1882,Declined,LENDER,582,176,Employed,12,3125.0,947.89,300.0,1247.89,8,NISSAN,27452.0,N,17550.0,18319.79,0.0,75.0,LIVEWITHPARENTS,36,391.74,3.0,1.0438,REFINANCE,0.39932,Y,N
1886,Declined,LENDER,565,112,Others,36,2916.67,227.0,300.0,527.0,6,CHEVROLET,48000.0,N,18850.0,19200.0,0.0,60.0,RENT,36,476.74,6.0,1.0185,DEALER PURCHASE,0.18069,N,N
1892,Approved,GATEWAY,774,392,Employed,1,3333.33,426.96,500.0,926.96,7,LEXUS,63381.0,N,17150.0,20317.0,1500.0,66.0,RENT,6,343.07,2.0,1.1846,INDIRECT,0.27809,N,N
1896,Declined,GATEWAY,633,323,Employed,122,2300.0,0.0,300.0,300.0,1,SUBARU,5.0,Y,25403.0,23053.0,3000.0,72.0,OTHER,27,403.34,1.0,0.9074,INDIRECT,0.13043,N,N
1897,Declined,GATEWAY,627,174,Employed,4,4074.0,1588.0,0.0,1588.0,2,NISSAN,9.0,Y,34185.0,33482.0,2000.0,72.0,BUYING,48,635.07,8.0,0.9794,INDIRECT,0.38979,N,N
1898,Declined,LENDER,565,176,Employed,24,3166.67,315.0,300.0,615.0,0,UNDECIDED,0.0,Y,20902.6956131264,20000.0,0.0,75.0,OTHER,0,427.48,3.0,0.9986677530706456,DEALER PURCHASE,0.19421,N,N
1904,Approved,GATEWAY,705,188,Employed,25,7083.33,2030.0,0.0,2030.0,2,GMC,11.0,Y,37985.0,45816.0,2000.0,72.0,BUYING,265,738.34,8.0,1.2061,INDIRECT,0.28659,N,N
1907,Approved,GATEWAY,717,364,Employed,36,2078.0,51.0,475.0,526.0,5,TOYOTA,29845.0,N,17075.0,21233.0,0.0,72.0,RENT,8,317.72,4.0,1.2435,INDIRECT,0.25313,N,N
1908,Declined,GATEWAY,677,194,Employed,216,3335.0,1843.0,0.0,1843.0,6,HONDA,29212.0,N,16225.0,16976.0,0.0,72.0,OWN,210,271.16,10.0,1.0462,INDIRECT,0.55262,N,N
1909,Declined,GATEWAY,675,414,Employed,12,1800.0,52.0,300.0,352.0,9,HONDA,67899.0,N,20902.6956131264,10818.0,1000.0,72.0,LIVEWITHPARENTS,48,150.25,0.0,0.9986677530706456,INDIRECT,0.19556,N,N
1910,Declined,GATEWAY,670,174,Employed,144,4000.0,2028.0,0.0,2028.0,2,NISSAN,26346.0,N,14775.0,13994.0,500.0,75.0,BUYING,144,186.59,6.0,0.9471,INDIRECT,0.507,N,N
1912,Declined,LENDER,564,188,Employed,6,2060.0,636.78,300.0,936.78,8,ACURA,83474.0,N,11325.0,12300.0,0.0,60.0,RENT,7,308.91,4.0,1.086,REFINANCE-PROMO,0.45475,N,N
1914,Approved,GATEWAY,677,179,Employed,49,3400.0,813.0,300.0,1113.0,6,LEXUS,40750.0,N,26900.0,25068.0,0.0,84.0,LIVEWITHPARENTS,27,350.87,8.0,0.9318,INDIRECT,0.32735,N,N
1916,Declined,LENDER,0,347,Employed,11,1443.0,0.0,300.0,300.0,4,UNDECIDED,0.0,Y,20902.6956131264,16000.0,0.0,48.0,LIVEWITHPARENTS,12,354.04,0.0,0.9986677530706456,DEALER PURCHASE,0.2079,N,N
1918,Declined,CONSUMER,550,160,Employed,7,4000.0,735.0,0.0,735.0,14,DODGE,74000.0,N,9571.0,9571.0,0.0,48.0,LIVEWITHPARENTS,122,220.89,0.0,1.0,REFINANCE,0.18375,Y,N
1919,Approved,LENDER,683,333,Employed,34,5468.25,20.0,890.0,910.0,2,NISSAN,29275.0,N,13925.0,14113.0,0.0,48.0,RENT,27,334.24,10.0,1.0135,REFINANCE-PROMO,0.14767,Y,N
1924,Approved,GATEWAY,673,317,Employed,168,6046.0,2454.0,0.0,2454.0,2,FORD,32.0,Y,22995.0,28253.0,1000.0,75.0,BUYING,180,404.87,18.0,1.2286,INDIRECT,0.40589,N,Y
1926,Declined,GATEWAY,655,336,Employed,8,3680.0,676.46,300.0,976.46,3,TOYOTA,38075.0,N,13775.0,12857.0,0.0,66.0,RENT,8,206.62,0.0,0.9333,INDIRECT,0.26534,N,Y
1927,Approved,GATEWAY,696,409,Employed,24,6166.67,2340.1,300.0,2640.1,4,NISSAN,41444.0,N,13525.0,13543.0,450.0,75.0,LIVEWITHPARENTS,36,213.0,9.0,1.0013,CAR SALE,0.42812,N,Y
1929,Approved,CONSUMER,706,316,Employed,12,3861.53,267.0,300.0,567.0,5,FORD,40000.0,N,26000.0,23000.0,3000.0,72.0,LIVEWITHPARENTS,132,368.66,2.0,0.8846,DEALER PURCHASE,0.14683,N,N
1931,Approved,GATEWAY,645,177,Employed,156,7130.83,2729.0,0.0,2729.0,4,HYUNDAI,66578.0,N,11750.0,12490.0,450.0,75.0,BUYING,144,271.7,9.0,1.0629,INDIRECT,0.3827,Y,Y
1933,Approved,GATEWAY,785,412,Employed,10,6006.0,217.0,300.0,517.0,2,VOLKSWAGEN,15.0,Y,30375.0,33887.0,750.0,84.0,LIVEWITHPARENTS,144,472.75,1.0,1.1156,INDIRECT,0.08608,N,N
1934,Declined,GATEWAY,643,191,Employed,3,5500.0,841.0,0.0,841.0,2,KIA,34909.0,N,15225.0,19570.0,0.0,72.0,OWN,36,438.44,4.0,1.2853,INDIRECT,0.15291,N,N
1936,Declined,GATEWAY,0,347,Employed,16,1395.33,0.0,300.0,300.0,12,NISSAN,91649.0,N,6625.0,6309.0,2500.0,48.0,LIVEWITHPARENTS,228,131.44,0.0,0.9523,INDIRECT,0.215,N,N
1938,Declined,GATEWAY,544,187,Employed,121,6000.0,2587.0,0.0,2587.0,3,DODGE,15.0,Y,41865.0,52129.0,0.0,75.0,BUYING,192,695.06,3.0,1.2451,INDIRECT,0.43117,N,N
1940,Approved,GATEWAY,634,138,Employed,24,4000.0,1719.0,0.0,1719.0,4,MAZDA,59595.0,N,17750.0,17623.0,1000.0,75.0,OTHER,3,404.23,12.0,0.9928,INDIRECT,0.42975,Y,N
1941,Approved,GATEWAY,672,330,Employed,168,9166.67,2956.0,0.0,2956.0,4,NISSAN,30.0,Y,43365.0,42989.0,0.0,75.0,BUYING,192,652.15,3.0,0.9913,INDIRECT,0.32247,N,N
1943,Declined,GATEWAY,505,303,Employed,24,5000.0,29.0,0.0,29.0,4,FORD,48202.0,N,32900.0,30772.0,0.0,75.0,LIVEWITHPARENTS,24,410.3,1.0,0.9353,INDIRECT,0.0058,N,N
1945,Declined,GATEWAY,641,71,Employed,192,5700.0,3646.0,0.0,3646.0,5,OTHERS,29582.0,N,14300.0,16424.0,1000.0,72.0,BUYING,180,286.82,15.0,1.1485,INDIRECT,0.63965,N,N
1952,Approved,LENDER,718,325,Employed,28,4166.67,60.0,566.66,626.66,5,NISSAN,60000.0,N,12275.0,12885.57,0.0,60.0,RENT,13,247.39,3.0,1.0497,REFINANCE-PROMO,0.1504,N,N
1953,Approved,GATEWAY,633,329,Employed,30,3833.33,4.86,416.0,420.86,2,NISSAN,4.0,Y,25880.0,29166.0,0.0,75.0,RENT,24,494.27,0.0,1.1269,CAR SALE,0.10979,N,N
1955,Approved,GATEWAY,773,330,Employed,432,7883.33,3191.0,0.0,3491.0,4,JEEP,30935.0,N,20200.0,19648.0,0.0,75.0,BUYING,192,290.59,1.0,0.9726,INDIRECT,0.44283,Y,Y
1959,Approved,LENDER,709,350,Employed,14,3666.67,57.0,300.0,357.0,4,TOYOTA,50000.0,N,17700.0,14498.24,0.0,66.0,OTHER,0,293.75,2.0,0.8191,REFINANCE-PROMO,0.09736,N,N
1962,Approved,CONSUMER,721,370,Employed,300,11570.0,3643.0,0.0,3643.0,3,INFINITI,14900.0,N,45000.0,44000.0,1000.0,72.0,BUYING,170,708.51,13.0,0.9777,DEALER PURCHASE,0.31487,Y,Y
1963,Approved,LENDER,665,344,Employed,228,2600.0,41.0,500.0,541.0,3,UNDECIDED,0.0,N,20902.6956131264,20000.0,0.0,66.0,RENT,48,393.59,3.0,0.9986677530706456,DEALER PURCHASE,0.20808,Y,N
1964,Declined,GATEWAY,624,404,Employed,8,3200.0,331.0,300.0,931.0,3,MAZDA,251.0,Y,20630.0,20359.0,1000.0,72.0,LIVEWITHPARENTS,18,382.87,8.0,0.9868,INDIRECT,0.29094,N,Y
1967,Approved,GATEWAY,689,193,Employed,132,5791.67,761.0,300.0,1061.0,4,NISSAN,6.0,Y,24780.0,31042.0,0.0,75.0,LIVEWITHPARENTS,240,424.05,13.0,1.2527,INDIRECT,0.18319,N,N
1968,Approved,GATEWAY,798,327,Employed,120,9166.67,2138.0,0.0,2138.0,2,NISSAN,25.0,Y,54290.0,55740.0,1000.0,84.0,BUYING,24,752.85,10.0,1.0267,CAR SALE,0.23324,N,N
1976,Approved,GATEWAY,669,392,Employed,9,3120.0,176.95,300.0,476.95,3,GMC,40053.0,N,28250.0,27142.0,6000.0,75.0,LIVEWITHPARENTS,48,461.84,6.0,0.9607,CAR SALE,0.15287,N,N
1978,Approved,GATEWAY,705,336,Employed,24,4666.67,1246.0,0.0,1246.0,4,TOYOTA,40130.0,N,18000.0,12878.0,5000.0,72.0,BUYING,228,295.08,10.0,0.7154,INDIRECT,0.267,Y,Y
1979,Approved,LENDER,709,319,Employed,144,13250.0,2782.0,0.0,2782.0,5,DODGE,34000.0,N,31125.0,28000.0,0.0,84.0,BUYING,36,418.28,6.0,0.8995,REFINANCE-PROMO,0.20996,Y,Y
1981,Approved,GATEWAY,657,315,Employed,27,2166.67,25.0,300.0,325.0,6,HYUNDAI,39543.0,N,19325.0,22558.0,4500.0,72.0,LIVEWITHPARENTS,48,384.89,1.0,1.1672,INDIRECT,0.15,N,N
1982,Approved,GATEWAY,789,367,Retired,156,1778.0,185.0,300.0,485.0,7,FORD,50907.0,N,9988.0,10565.0,0.0,72.0,RENT,6,162.12,5.0,1.0577,INDIRECT,0.27278,N,N
1986,Approved,CONSUMER,819,329,Employed,24,3916.66,1121.0,0.0,1121.0,5,NISSAN,18713.0,N,21350.0,21985.0,1000.0,72.0,BUYING,36,298.46,14.0,1.0297,DEALER PURCHASE,0.28621,Y,N
1989,Declined,GATEWAY,775,329,Retired,301,7330.0,1231.24,0.0,1531.24,6,HYUNDAI,50228.0,N,11475.0,14551.0,0.0,84.0,OWN,481,182.64,7.0,1.268,INDIRECT,0.2089,N,Y
1990,Approved,GATEWAY,667,313,Employed,18,2200.0,403.0,300.0,703.0,2,MAZDA,41.0,Y,22765.0,20185.0,2000.0,75.0,LIVEWITHPARENTS,16,339.4,4.0,0.8866,INDIRECT,0.31955,N,N
1993,Approved,GATEWAY,726,165,Employed,3,3916.67,265.0,850.0,1115.0,2,TOYOTA,7.0,Y,32065.0,32977.0,0.0,84.0,RENT,3,449.01,9.0,1.0284,INDIRECT,0.28468,Y,N
1994,Declined,LENDER,597,323,Employed,36,2665.0,137.0,650.0,1087.0,4,UNDECIDED,0.0,Y,20902.6956131264,13106.39,0.0,72.0,RENT,48,182.04,2.0,0.9986677530706456,DEALER PURCHASE,0.40788,N,Y
1996,Declined,GATEWAY,681,303,Employed,120,8875.0,2093.0,0.0,2393.0,2,HYUNDAI,45126.0,N,13400.0,14124.0,1500.0,75.0,BUYING,216,188.32,2.0,1.054,CAR SALE,0.26963,N,Y
1998,Declined,GATEWAY,666,197,Employed,6,3750.0,261.0,450.0,711.0,3,HYUNDAI,11.0,Y,22750.0,28926.0,1768.0,75.0,LIVEWITHPARENTS,24,478.56,4.0,1.2714,INDIRECT,0.1896,N,N
2000,Declined,GATEWAY,742,306,Retired,27,5358.34,2273.0,0.0,2273.0,3,NISSAN,31.0,Y,19755.0,16941.0,5000.0,72.0,BUYING,3,235.3,29.0,0.8575,CAR SALE,0.4242,N,Y
2003,Approved,CONSUMER,697,354,Employed,9,2880.0,839.33,0.0,839.33,8,FORD,38500.0,N,25275.0,11733.84,0.0,60.0,BUYING,20,213.18,3.0,0.4642,REFINANCE,0.29143,Y,N
2007,Declined,GATEWAY,0,330,Employed,24,4500.0,450.0,0.0,450.0,3,MITSUBISHI,8.0,Y,25345.0,22334.0,0.0,72.0,BUYING,48,310.2,0.0,0.8811,INDIRECT,0.1,N,N
2008,Approved,GATEWAY,724,321,Employed,12,20833.34,4187.0,0.0,4187.0,4,CHRYSLER,44897.0,N,23825.0,16750.0,1000.0,72.0,BUYING,12,267.54,11.0,0.703,INDIRECT,0.20098,N,Y
2009,Approved,LENDER,711,312,Employed,36,2663.7,92.0,800.0,892.0,7,NISSAN,96442.0,N,7000.0,4795.0,0.0,50.0,RENT,48,107.31,4.0,0.685,PRIVATE PARTY,0.33487,N,N
2011,Declined,GATEWAY,690,346,Employed,336,3250.0,1536.0,0.0,1536.0,9,TOYOTA,112762.0,N,17125.0,13390.0,2000.0,60.0,BUYING,300,223.17,9.0,0.7818,INDIRECT,0.47262,N,N
2013,Declined,CONSUMER,0,419,Employed,5,1920.0,27.0,400.0,427.0,5,NISSAN,27480.0,N,12370.0,10370.0,2000.0,72.0,LIVEWITHPARENTS,36,144.03,1.0,0.8383,DEALER PURCHASE,0.2224,N,N
2015,Declined,GATEWAY,678,374,Employed,4,2253.0,102.0,300.0,402.0,4,MAZDA,25779.0,N,14575.0,13929.0,1000.0,72.0,LIVEWITHPARENTS,14,288.68,0.0,0.9556,INDIRECT,0.17843,N,N
2016,Approved,GATEWAY,793,381,Employed,216,10416.67,1727.0,0.0,1727.0,12,HYUNDAI,62090.0,N,11575.0,10271.0,2000.0,42.0,BUYING,168,258.19,4.0,0.8873,INDIRECT,0.16579,N,N
2019,Approved,GATEWAY,808,333,Employed,120,5750.0,1999.0,0.0,1999.0,1,FORD,155.0,Y,35875.0,31492.0,4000.0,72.0,BUYING,240,487.86,22.0,0.8778,INDIRECT,0.34765,N,N
2022,Approved,GATEWAY,733,396,Employed,18,2583.33,171.98,300.0,471.98,3,NISSAN,6.0,Y,21925.0,21988.0,0.0,84.0,LIVEWITHPARENTS,36,305.71,4.0,1.0028,INDIRECT,0.1827,N,N
2026,Declined,CONSUMER,488,57,Employed,42,3500.0,2512.0,300.0,2812.0,6,TOYOTA,34564.0,N,15999.0,13999.0,2000.0,36.0,LIVEWITHPARENTS,108,388.87,3.0,0.8749,DEALER PURCHASE,0.84343,N,Y
2035,Declined,GATEWAY,590,329,Employed,25,2150.0,63.0,0.0,63.0,4,MAZDA,28638.0,N,13650.0,14943.0,0.0,72.0,OTHER,24,207.55,1.0,1.0947,INDIRECT,0.0293,N,N
2039,Declined,GATEWAY,0,347,Employed,13,5875.0,0.0,500.0,500.0,2,NISSAN,7.0,Y,20902.6956131264,18715.0,300.0,72.0,RENT,12,259.94,0.0,0.9986677530706456,INDIRECT,0.08511,N,N
2043,Declined,GATEWAY,723,133,Employed,48,3583.67,1873.0,300.0,2173.0,2,NISSAN,10.0,Y,39650.0,35083.0,0.0,72.0,LIVEWITHPARENTS,48,472.22,11.0,0.8848,INDIRECT,0.60636,Y,N
2044,Declined,LENDER,619,168,Employed,24,6318.0,882.89,1195.0,2077.89,8,MAZDA,57500.0,N,12400.0,15900.0,0.0,75.0,RENT,5,348.34,1.0,1.2822,REFINANCE,0.32888,Y,Y
2052,Approved,LENDER,836,327,Employed,456,15504.17,1704.0,0.0,1704.0,0,UNDECIDED,0.0,N,20902.6956131264,20000.0,0.0,66.0,BUYING,108,336.17,17.0,0.9986677530706456,DEALER PURCHASE,0.10991,Y,Y
2055,Declined,GATEWAY,616,313,Employed,29,2600.0,50.0,350.0,400.0,3,HONDA,10.0,Y,20902.6956131264,19846.0,4000.0,72.0,LIVEWITHPARENTS,14,275.64,3.0,0.9986677530706456,INDIRECT,0.15385,N,N
2056,Approved,LENDER,785,354,Employed,240,2833.33,157.0,745.0,902.0,0,UNDECIDED,0.0,N,20902.6956131264,8000.0,0.0,66.0,RENT,132,142.47,7.0,0.9986677530706456,PRIVATE PARTY,0.31835,Y,N
