,LoanStatus,Source,ModifiedCreditScore,ModifiedBankruptcyScore,EmploymentStatus,EmployedMonths,TotalMonthlyIncome,PrimeMonthlyLiability,PrimeMonthlyRent,TotalMonthlyDebtBeforeLoan,VehicleYear,VehicleMake,VehicleMileage,isNewVehicle,TotalVehicleValue,AmountRequested,DownPayment,Loanterm,OccupancyStatus,OccupancyDuration,EstimatedMonthlyPayment,NumberOfOpenRevolvingAccounts,LTV,RequestType,DTI,MemberIndicator,CoApplicantIndicator
3734,Declined,GATEWAY,715,335,Employed,121,7500.0,4103.56,300.0,4703.56,2,CHEVROLET,17695.0,N,25575.0,9796.0,15000.0,60.0,OTHER,169,183.68,6.0,0.383,INDIRECT,0.62714,N,Y
3735,Approved,GATEWAY,770,375,Employed,7,4375.0,172.0,1180.0,1352.0,6,GMC,56469.0,N,20350.0,16054.0,2000.0,75.0,RENT,1,238.89,4.0,0.7888,INDIRECT,0.30903,N,N
3736,Declined,GATEWAY,539,151,Retired,384,2730.0,0.0,220.0,220.0,4,HYUNDAI,23500.0,N,14995.0,14675.0,0.0,72.0,OTHER,288,324.36,0.0,0.9786,INDIRECT,0.08059,N,N
3738,Approved,LENDER,730,325,Retired,0,3234.37,1108.0,0.0,1108.0,6,MAZDA,49766.0,N,9125.0,9400.0,0.0,66.0,BUYING,24,170.97,3.0,1.0301,REFINANCE-PROMO,0.34257,N,Y
3739,Approved,GATEWAY,745,323,Employed,30,4000.0,956.0,300.0,1256.0,2,RAM,232.0,Y,50970.0,49293.0,1000.0,84.0,LIVEWITHPARENTS,24,695.39,8.0,0.967,INDIRECT,0.314,N,N
3741,Declined,GATEWAY,651,326,Employed,24,3333.33,81.0,450.0,531.0,3,HYUNDAI,21.0,Y,22855.0,21741.0,1000.0,75.0,RENT,24,289.88,3.0,0.9512,INDIRECT,0.1593,N,N
3747,Declined,GATEWAY,734,180,Retired,0,5337.0,2689.0,0.0,2689.0,1,TOYOTA,352.0,Y,25462.0,20495.0,0.0,75.0,OWN,36,273.27,17.0,0.8049,INDIRECT,0.50384,N,Y
3750,Approved,GATEWAY,792,304,Employed,6,4000.0,886.0,0.0,886.0,4,FORD,56488.0,N,25350.0,26415.0,0.0,84.0,BUYING,360,390.01,4.0,1.042,INDIRECT,0.2215,N,N
3752,Approved,GATEWAY,660,313,Employed,156,2600.0,520.68,500.0,1020.68,6,HYUNDAI,35070.0,N,13400.0,12521.0,0.0,72.0,RENT,36,218.66,4.0,0.9344,INDIRECT,0.39257,Y,N
3753,Declined,GATEWAY,660,317,Employed,1,1800.0,193.0,300.0,493.0,9,TOYOTA,119407.0,N,8800.0,8695.0,1500.0,60.0,LIVEWITHPARENTS,24,144.92,5.0,0.988,INDIRECT,0.27389,N,N
3759,Approved,LENDER,801,470,Retired,108,3550.0,158.33,0.0,158.33,0,UNDECIDED,0.0,Y,20902.6956131264,10000.0,0.0,36.0,OWN,216,287.63,8.0,0.9986677530706456,DEALER PURCHASE,0.0446,Y,Y
3760,Approved,GATEWAY,681,377,Employed,48,3858.33,475.0,0.0,475.0,3,HYUNDAI,15.0,Y,23000.0,23949.0,0.0,84.0,BUYING,4,373.44,1.0,1.0412,CAR SALE,0.12311,N,N
3762,Declined,LENDER,713,489,Employed,6,500.0,35.0,300.0,335.0,4,UNDECIDED,0.0,N,20902.6956131264,8000.0,0.0,75.0,LIVEWITHPARENTS,180,119.48,2.0,0.9986677530706456,DEALER PURCHASE,0.67,N,N
3768,Declined,GATEWAY,539,191,Employed,42,5000.0,793.0,500.0,1293.0,8,RAM,67641.0,N,22150.0,18524.0,5000.0,72.0,LIVEWITHPARENTS,18,372.92,1.0,0.8362,INDIRECT,0.2586,N,N
3771,Declined,GATEWAY,721,465,Employed,6,2050.0,0.0,500.0,500.0,6,KIA,81148.0,N,14700.0,9996.0,3000.0,66.0,RENT,3,151.46,1.0,0.68,INDIRECT,0.2439,N,N
3773,Approved,GATEWAY,796,330,Others,0,6084.0,687.0,0.0,687.0,4,DODGE,23156.0,N,19450.0,20693.0,5000.0,72.0,OTHER,3,326.73,14.0,1.0639,INDIRECT,0.11292,N,Y
3775,Declined,GATEWAY,618,174,Employed,126,3333.33,922.0,600.0,1522.0,1,HYUNDAI,15.0,Y,19185.0,20711.0,0.0,75.0,RENT,21,276.15,7.0,1.0795,INDIRECT,0.4566,N,N
3777,Declined,GATEWAY,711,184,Employed,3,6860.66,3232.22,543.0,4318.22,2,CHEVROLET,3250.0,Y,53190.0,40045.0,4000.0,72.0,RENT,3,639.57,25.0,0.7528,INDIRECT,0.62942,N,Y
3781,Approved,GATEWAY,741,419,Employed,1,2780.0,282.62,300.0,582.62,1,HYUNDAI,9.0,Y,21060.0,18553.0,2000.0,72.0,RENT,180,283.34,1.0,0.8809,CAR SALE,0.20958,N,N
3783,Approved,CONSUMER,646,189,Employed,30,7700.0,1673.0,700.0,3073.0,5,GMC,0.0,N,17000.0,18000.0,250.0,60.0,RENT,30,356.1,16.0,1.0588,DEALER PURCHASE,0.39909,Y,Y
3785,Declined,GATEWAY,666,135,Retired,0,7167.0,1969.89,550.0,2519.89,1,NISSAN,15.0,Y,35700.0,35714.0,0.0,78.0,RENT,48,457.88,10.0,1.0003,CAR SALE,0.3516,N,N
3787,Approved,GATEWAY,742,357,Employed,12,2800.0,283.9,300.0,583.9,5,MAZDA,30713.0,N,19950.0,21158.0,0.0,84.0,OTHER,5,289.2,3.0,1.0605,INDIRECT,0.20854,N,N
3790,Declined,GATEWAY,618,312,Employed,2,6730.0,837.75,300.0,2012.75,3,HYUNDAI,15.0,Y,20085.0,20015.0,0.0,75.0,LIVEWITHPARENTS,24,358.74,6.0,0.9965,INDIRECT,0.29907,Y,Y
3792,Approved,GATEWAY,711,436,Employed,180,6666.67,1350.0,0.0,1350.0,1,KIA,20.0,Y,20500.0,19206.0,0.0,84.0,BUYING,144,303.59,15.0,0.9368,INDIRECT,0.2025,N,Y
3793,Approved,GATEWAY,792,329,Employed,121,18750.0,1732.0,0.0,1732.0,2,GMC,45.0,Y,64845.0,60207.0,0.0,72.0,OWN,25,466.89,1.0,0.9284,INDIRECT,0.09237,N,Y
3795,Declined,CONSUMER,675,456,Employed,18,650.0,68.75,300.0,368.75,7,JEEP,50744.0,N,15500.0,15500.0,0.0,60.0,LIVEWITHPARENTS,24,279.77,0.0,1.0,DEALER PURCHASE,0.56731,Y,N
3796,Declined,LENDER,672,191,Employed,16,7630.83,495.0,300.0,1810.0,0,UNDECIDED,0.0,Y,20902.6956131264,5000.0,0.0,36.0,LIVEWITHPARENTS,36,190.33,4.0,0.9986677530706456,DEALER PURCHASE,0.2372,Y,Y
3800,Declined,GATEWAY,0,310,Employed,8,2244.58,15.0,0.0,15.0,4,NISSAN,7.0,Y,18345.0,18989.0,500.0,72.0,LIVEWITHPARENTS,24,263.74,1.0,1.0351,CAR SALE,0.00668,N,N
3802,Approved,LENDER,718,404,Employed,249,4804.0,25.0,950.0,975.0,0,UNDECIDED,0.0,Y,20902.6956131264,20000.0,0.0,66.0,RENT,30,335.15,5.0,0.9986677530706456,DEALER PURCHASE,0.20296,Y,N
3806,Declined,GATEWAY,0,0,Employed,267,2833.33,0.0,0.0,0.0,2,HYUNDAI,5.0,Y,17625.0,17070.0,1500.0,72.0,LIVEWITHPARENTS,1,237.09,0.0,0.9685,INDIRECT,0.0,N,N
3807,Declined,CONSUMER,669,338,Employed,127,3900.0,2061.0,0.0,2061.0,0,UNDECIDED,0.0,Y,20000.0,18000.0,2000.0,48.0,BUYING,115,398.21,9.0,0.9,DEALER PURCHASE,0.52846,Y,N
3811,Declined,GATEWAY,711,384,Employed,24,3100.0,54.0,300.0,354.0,2,NISSAN,35107.0,N,18650.0,19079.0,500.0,75.0,LIVEWITHPARENTS,24,254.39,3.0,1.023,CAR SALE,0.11419,N,N
3812,Declined,GATEWAY,666,379,Employed,12,3935.0,125.0,300.0,675.0,3,TOYOTA,20.0,Y,20955.0,21149.0,2000.0,72.0,OTHER,10,443.94,7.0,1.0092,INDIRECT,0.17154,N,Y
3815,Declined,GATEWAY,683,381,Employed,10,5583.0,2628.0,300.0,2928.0,1,CHEVROLET,3.0,Y,20490.0,21381.0,1900.0,75.0,LIVEWITHPARENTS,120,333.16,6.0,1.0434,INDIRECT,0.52445,N,Y
3816,Declined,GATEWAY,519,124,Employed,42,3930.0,1179.85,950.0,2129.85,4,KIA,22.0,Y,20685.0,20554.0,1500.0,72.0,RENT,36,454.7,0.0,0.9936,INDIRECT,0.54195,N,N
3818,Declined,GATEWAY,559,301,Employed,48,2600.0,90.0,300.0,390.0,12,JEEP,107684.0,N,10675.0,7834.0,2000.0,36.0,LIVEWITHPARENTS,24,251.93,3.0,0.7338,INDIRECT,0.15,N,N
3820,Approved,GATEWAY,732,377,Employed,26,2750.0,46.0,560.0,606.0,8,NISSAN,67473.0,N,15150.0,13812.0,3000.0,60.0,RENT,14,219.8,5.0,0.9116,INDIRECT,0.22036,N,N
3822,Approved,GATEWAY,680,340,Employed,8,6100.0,799.0,712.0,1511.0,2,FORD,33439.0,N,24725.0,21550.0,2000.0,72.0,RENT,48,384.48,8.0,0.8715,INDIRECT,0.2477,N,Y
3824,Approved,CONSUMER,815,465,Employed,10,8441.0,101.0,0.0,101.0,3,HONDA,0.0,Y,35000.0,20000.0,15000.0,36.0,OWN,480,1153.42,2.0,0.5714,DEALER PURCHASE,0.01197,Y,N
3825,Approved,GATEWAY,641,312,Employed,12,2666.67,399.84,400.0,799.84,4,HYUNDAI,40646.0,N,13400.0,13862.0,800.0,75.0,RENT,12,232.73,2.0,1.0344,INDIRECT,0.29994,N,N
3826,Approved,GATEWAY,714,319,Employed,37,7141.67,158.0,300.0,458.0,1,DODGE,10.0,Y,52270.0,50199.0,6000.0,84.0,LIVEWITHPARENTS,30,702.73,4.0,0.9603,INDIRECT,0.06413,N,N
3827,Declined,GATEWAY,584,199,Others,24,6678.0,1551.0,0.0,1551.0,3,MERCEDES-BENZ,29754.0,N,34150.0,29098.0,0.0,75.0,OTHER,42,387.98,3.0,0.852,INDIRECT,0.23226,N,N
3828,Declined,GATEWAY,688,392,Employed,4,2100.0,216.42,0.0,216.42,6,HONDA,86632.0,N,20902.6956131264,14930.0,1000.0,60.0,LIVEWITHPARENTS,3,248.84,1.0,0.9986677530706456,INDIRECT,0.10306,N,N
3829,Approved,GATEWAY,742,311,Employed,144,3460.0,760.64,0.0,760.64,3,NISSAN,37809.0,N,14825.0,14829.0,500.0,75.0,BUYING,25,274.95,3.0,1.0002,CAR SALE,0.21984,N,N
3831,Declined,GATEWAY,676,75,Employed,144,7333.33,2536.0,500.0,3036.0,4,GMC,31805.0,N,25200.0,26727.0,1000.0,75.0,RENT,42,440.34,26.0,1.0605,CAR SALE,0.414,N,N
3834,Approved,GATEWAY,739,416,Employed,158,10640.0,2148.0,0.0,2148.0,5,NISSAN,18890.0,N,21675.0,18976.0,0.0,60.0,LIVEWITHPARENTS,242,351.34,4.0,0.8754,INDIRECT,0.20188,N,Y
3837,Approved,GATEWAY,667,464,Employed,12,1800.0,54.0,468.0,522.0,4,CHEVROLET,46381.0,N,11850.0,11353.0,500.0,75.0,RENT,24,192.08,2.0,0.958,CAR SALE,0.29,N,N
3838,Declined,LENDER,604,315,Employed,36,2000.0,219.27,535.0,754.27,6,FORD,75000.0,N,19600.0,22000.0,0.0,75.0,RENT,24,335.95,0.0,1.1224,REFINANCE,0.37714,Y,N
3839,Declined,GATEWAY,696,343,Employed,31,4200.0,52.0,599.0,651.0,1,MAZDA,15.0,Y,20220.0,27011.0,0.0,72.0,RENT,25,375.16,2.0,1.3358,INDIRECT,0.155,N,N
3843,Approved,GATEWAY,700,373,Employed,6,2117.75,48.0,300.0,348.0,6,VOLKSWAGEN,33334.0,N,12800.0,13218.0,500.0,66.0,LIVEWITHPARENTS,36,267.46,0.0,1.0326,INDIRECT,0.16433,N,N
3844,Approved,GATEWAY,720,393,Employed,27,6450.0,553.0,300.0,1153.0,7,FORD,75766.0,N,24225.0,23641.0,500.0,72.0,RENT,36,443.19,16.0,0.9758,INDIRECT,0.17876,N,Y
3845,Approved,GATEWAY,806,374,Employed,49,7366.0,1984.0,0.0,2284.0,1,HYUNDAI,22.0,Y,21480.0,19421.0,2000.0,84.0,BUYING,217,297.37,4.0,0.9041,INDIRECT,0.31007,N,Y
3850,Approved,GATEWAY,691,153,Employed,182,6583.0,2321.0,0.0,2321.0,3,CHRYSLER,38581.0,N,19900.0,20187.0,1000.0,72.0,BUYING,182,364.18,9.0,1.0144,INDIRECT,0.35257,N,N
3851,Approved,GATEWAY,722,317,Employed,120,5833.34,1136.0,0.0,1136.0,6,HYUNDAI,37834.0,N,14900.0,10914.0,5500.0,72.0,BUYING,180,209.98,6.0,0.7324,INDIRECT,0.19474,N,Y
3861,Declined,GATEWAY,658,336,Employed,1,3250.0,14.0,300.0,314.0,5,HYUNDAI,25173.0,N,15675.0,15912.0,1000.0,75.0,OTHER,36,281.32,2.0,1.0151,CAR SALE,0.09662,N,N
3865,Declined,GATEWAY,584,304,Employed,18,5000.0,652.0,700.0,1352.0,11,MERCEDES-BENZ,101204.0,N,20902.6956131264,14840.0,1500.0,60.0,RENT,18,247.34,1.0,0.9986677530706456,INDIRECT,0.2704,N,N
3866,Approved,GATEWAY,769,321,Employed,36,2982.67,229.0,650.0,879.0,2,HYUNDAI,21787.0,N,13175.0,14976.0,1000.0,75.0,RENT,1,255.8,5.0,1.1366,INDIRECT,0.2947,N,N
3867,Declined,GATEWAY,660,306,Employed,162,5266.67,1837.0,0.0,1837.0,2,CHEVROLET,33.0,Y,26000.0,23540.0,3000.0,75.0,BUYING,162,366.85,7.0,0.9053,INDIRECT,0.3488,N,Y
3869,Declined,CONSUMER,533,197,Employed,5,1191.67,667.0,300.0,967.0,4,KIA,15000.0,N,19000.0,19000.0,0.0,72.0,LIVEWITHPARENTS,5,263.89,1.0,1.0,REFINANCE,0.81147,Y,N
3872,Declined,GATEWAY,656,337,Employed,2,4000.0,470.0,500.0,1270.0,2,CHEVROLET,20.0,Y,20460.0,22170.0,0.0,72.0,RENT,12,384.45,2.0,1.0835,INDIRECT,0.3175,N,Y
3875,Declined,GATEWAY,702,432,Retired,0,3666.6667,499.97,0.0,499.97,4,NISSAN,16548.0,N,15025.0,12192.0,3000.0,72.0,BUYING,300,169.34,1.0,0.8114,INDIRECT,0.13636,N,Y
3877,Approved,GATEWAY,751,305,Employed,228,3851.0,1440.4,0.0,1440.4,4,FORD,457.0,Y,39759.0,41435.0,1000.0,60.0,BUYING,132,762.49,1.0,1.0421,INDIRECT,0.37403,Y,N
3882,Approved,GATEWAY,781,340,Employed,155,4833.33,1119.09,0.0,1119.09,2,JEEP,5.0,Y,23660.0,25095.0,4000.0,84.0,OWN,24,338.97,4.0,1.0606,INDIRECT,0.23154,N,N
3886,Approved,CONSUMER,824,347,Employed,293,6408.0,625.0,0.0,625.0,4,UNDECIDED,0.0,N,9990.0,8990.0,1000.0,48.0,BUYING,170,205.73,12.0,0.8998,DEALER PURCHASE,0.11106,Y,N
3887,Declined,GATEWAY,570,63,Employed,24,3600.0,1125.84,0.0,1125.84,3,NISSAN,23787.0,N,26150.0,20279.0,0.0,72.0,LIVEWITHPARENTS,24,281.66,12.0,0.7754,INDIRECT,0.31273,N,N
3888,Declined,CONSUMER,704,340,Retired,0,1080.0,57.0,300.0,357.0,10,CHEVROLET,0.0,N,10000.0,10000.0,0.0,36.0,OTHER,24,298.74,3.0,1.0,REFINANCE,0.33056,N,N
3890,Declined,CONSUMER,565,166,Employed,21,3675.0,556.0,1166.0,1722.0,8,MAZDA,114000.0,N,5000.0,4000.0,1000.0,48.0,RENT,12,83.34,7.0,0.8,PRIVATE PARTY,0.4551,N,N
3896,Approved,GATEWAY,676,362,Employed,6,3300.0,0.0,300.0,300.0,5,RAM,38749.0,N,30100.0,29745.0,1500.0,75.0,LIVEWITHPARENTS,276,385.51,0.0,0.9882,INDIRECT,0.09091,N,N
3898,Declined,GATEWAY,628,138,Employed,264,9250.0,1363.0,450.0,1813.0,3,TOYOTA,7.0,Y,28344.0,34261.0,1000.0,72.0,RENT,2,600.5,8.0,1.2087,INDIRECT,0.196,N,N
3904,Declined,GATEWAY,565,313,Employed,29,3250.0,136.0,490.0,626.0,4,FORD,22700.0,N,22525.0,20999.0,1500.0,72.0,RENT,29,291.66,0.0,0.9322,INDIRECT,0.19262,N,N
3911,Approved,GATEWAY,768,419,Retired,0,2108.0,305.0,0.0,305.0,6,CHEVROLET,92370.0,N,11150.0,7030.0,5000.0,72.0,OTHER,349,110.01,1.0,0.6304,INDIRECT,0.14469,N,N
3912,Declined,GATEWAY,664,330,Others,24,2000.0,856.0,0.0,856.0,3,MAZDA,15.0,Y,21087.0,26888.0,0.0,72.0,OWN,120,402.32,4.0,1.275,INDIRECT,0.428,N,N
3913,Declined,LENDER,525,158,Employed,14,4052.0,157.0,1028.0,1185.0,4,UNDECIDED,32473.0,N,17800.0,18000.0,0.0,48.0,RENT,36,408.68,5.0,1.0112,DEALER PURCHASE,0.29245,N,N
3917,Declined,GATEWAY,628,157,Retired,0,7208.0,1921.0,300.0,2221.0,4,RAM,50379.0,N,38175.0,35523.0,5000.0,72.0,OTHER,36,493.38,8.0,0.9305,INDIRECT,0.30813,N,N
3918,Approved,LENDER,675,346,Employed,133,7004.67,1809.0,0.0,1809.0,4,MITSUBISHI,50000.0,N,11825.0,13747.41,0.0,66.0,BUYING,156,247.09,4.0,1.1625,REFINANCE-PROMO,0.25826,Y,Y
3919,Approved,GATEWAY,741,436,Employed,12,2833.0,68.0,450.0,518.0,1,HYUNDAI,26.0,Y,20045.0,19629.0,1000.0,84.0,RENT,48,343.81,2.0,0.9792,INDIRECT,0.18285,N,N
3920,Declined,GATEWAY,679,324,Employed,24,5000.0,16.0,0.0,16.0,2,JEEP,10.0,Y,33498.0,32026.0,0.0,84.0,LIVEWITHPARENTS,24,381.27,2.0,0.956,INDIRECT,0.0032,N,N
3921,Approved,LENDER,837,360,Employed,24,5000.0,1506.0,0.0,1506.0,4,NISSAN,2340.0,Y,19200.0,16404.92,0.0,36.0,BUYING,276,470.19,5.0,0.8544,CROSS_SELL,0.3012,Y,N
3923,Approved,LENDER,692,366,Retired,324,2428.0,1087.0,0.0,1087.0,8,MERCEDES-BENZ,85000.0,N,14000.0,16100.0,0.0,66.0,BUYING,1,275.82,1.0,1.15,REFINANCE-PROMO,0.35815,N,N
3924,Declined,GATEWAY,669,319,Employed,24,4750.0,614.0,300.0,1214.0,8,CHEVROLET,77510.0,N,15075.0,13977.0,1500.0,72.0,LIVEWITHPARENTS,12,242.31,6.0,0.9271,INDIRECT,0.25558,N,Y
3926,Approved,GATEWAY,771,312,Employed,108,4833.33,1306.0,0.0,1306.0,4,JEEP,4938.0,N,28850.0,32067.0,0.0,84.0,BUYING,3,438.66,2.0,1.1115,INDIRECT,0.27021,N,N
3927,Declined,GATEWAY,532,92,Employed,132,3800.0,805.0,450.0,1255.0,4,VOLKSWAGEN,39770.0,N,16450.0,11699.0,6000.0,72.0,RENT,30,162.49,7.0,0.7111,INDIRECT,0.33026,N,N
3929,Approved,GATEWAY,688,318,Employed,3,8333.33,440.0,600.0,1340.0,4,GMC,36.0,Y,27485.0,18599.0,0.0,75.0,RENT,18,278.92,6.0,0.6766,INDIRECT,0.1608,N,Y
3931,Approved,GATEWAY,830,419,Retired,0,3997.0,362.0,300.0,662.0,5,GMC,46279.0,N,21200.0,24916.0,400.0,84.0,OTHER,20,395.5,3.0,1.1752,INDIRECT,0.16562,N,N
3933,Declined,GATEWAY,658,319,Employed,24,7000.0,0.0,700.0,700.0,4,NISSAN,6.0,Y,26043.0,29378.0,0.0,75.0,RENT,24,478.28,3.0,1.128,INDIRECT,0.1,N,N
3935,Declined,LENDER,535,177,Employed,156,3405.33,214.0,350.0,564.0,0,UNDECIDED,0.0,Y,20902.6956131264,27100.0,0.0,66.0,RENT,42,641.33,4.0,0.9986677530706456,REFINANCE,0.16562,Y,N
3936,Approved,GATEWAY,738,314,Employed,12,4583.33,689.0,700.0,1389.0,2,DODGE,15.0,Y,27185.0,36746.0,1500.0,75.0,RENT,24,495.05,18.0,1.3517,INDIRECT,0.30305,N,N
3937,Declined,GATEWAY,735,491,Others,0,1931.0,0.0,300.0,300.0,7,CHEVROLET,58728.0,N,14997.0,11959.0,1000.0,48.0,OTHER,12,286.61,1.0,0.7974,INDIRECT,0.15536,N,N
3940,Declined,GATEWAY,681,322,Retired,0,1860.08,251.0,0.0,251.0,5,MAZDA,30260.0,N,16425.0,20528.0,0.0,75.0,LIVEWITHPARENTS,12,273.71,15.0,1.2498,INDIRECT,0.13494,N,Y
3943,Approved,GATEWAY,771,317,Employed,482,10000.0,4510.0,0.0,4510.0,3,GMC,16989.0,N,23250.0,19345.0,5000.0,72.0,OTHER,13,306.74,6.0,0.832,INDIRECT,0.451,N,N
3947,Declined,LENDER,554,98,Employed,168,2513.33,554.0,0.0,554.0,0,UNDECIDED,0.0,Y,20902.6956131264,15000.0,0.0,66.0,BUYING,108,342.28,0.0,0.9986677530706456,DEALER PURCHASE,0.22042,N,N
3948,Declined,GATEWAY,0,336,Employed,25,2800.0,0.0,500.0,500.0,2,MAZDA,41.0,Y,22370.0,23678.0,0.0,75.0,LIVEWITHPARENTS,25,315.71,0.0,1.0584,INDIRECT,0.17857,N,N
3953,Declined,GATEWAY,694,411,Retired,0,5300.0,0.0,300.0,1026.0,4,KIA,35495.0,N,12700.0,13320.0,1000.0,72.0,LIVEWITHPARENTS,44,213.69,0.0,1.0488,INDIRECT,0.19358,N,Y
3955,Declined,GATEWAY,534,145,Employed,120,3650.0,1044.0,0.0,1044.0,3,CHRYSLER,15.0,Y,25140.0,23845.0,0.0,75.0,LIVEWITHPARENTS,204,317.94,0.0,0.9484,INDIRECT,0.28603,N,N
3956,Approved,GATEWAY,744,451,Employed,24,2900.5,0.0,300.0,300.0,1,JEEP,17.0,Y,24920.0,21018.0,3000.0,84.0,LIVEWITHPARENTS,24,344.07,1.0,0.8434,INDIRECT,0.10343,N,N
3957,Declined,GATEWAY,698,428,Employed,16,2000.0,199.11,425.0,624.11,9,HONDA,76350.0,N,15775.0,14524.0,5000.0,72.0,RENT,12,241.28,0.0,0.9206,INDIRECT,0.31206,N,N
3959,Declined,GATEWAY,0,330,Employed,24,2800.0,0.0,0.0,0.0,6,DODGE,52558.0,N,19525.0,18546.0,3000.0,72.0,LIVEWITHPARENTS,39,257.59,0.0,0.9498,INDIRECT,0.0,N,N
3960,Declined,GATEWAY,776,455,Others,102,208.33,10.0,300.0,310.0,3,HYUNDAI,30161.0,N,13125.0,13100.0,0.0,72.0,RENT,36,207.74,2.0,0.998,INDIRECT,1.48802,N,N
3962,Approved,CONSUMER,672,159,Employed,12,5200.0,538.0,1200.0,1738.0,6,ACURA,68000.0,N,19998.58,19998.58,0.0,75.0,RENT,12,312.55,12.0,1.0,LEASE BUYOUT,0.33423,N,N
3964,Declined,GATEWAY,580,148,Employed,168,3100.0,623.93,750.0,1373.93,3,MAZDA,49999.0,N,16175.0,19565.0,500.0,72.0,RENT,48,271.74,4.0,1.2095,INDIRECT,0.4432,N,N
3965,Approved,GATEWAY,793,424,Employed,21,9833.0,487.0,600.0,1087.0,6,CHEVROLET,62783.0,N,16750.0,16876.0,1000.0,60.0,RENT,25,307.05,7.0,1.0075,INDIRECT,0.11055,N,Y
3968,Approved,GATEWAY,722,321,Employed,120,6500.0,656.0,0.0,656.0,2,NISSAN,37586.0,N,31350.0,31731.0,1000.0,75.0,BUYING,156,489.88,0.0,1.0121,INDIRECT,0.10092,N,Y
3970,Approved,GATEWAY,817,345,Retired,0,10021.33,1488.0,0.0,1488.0,1,NISSAN,17.0,Y,32985.0,32571.0,1150.0,84.0,BUYING,48,469.69,11.0,0.9874,CAR SALE,0.14848,Y,Y
3971,Declined,GATEWAY,680,185,Employed,12,6000.0,3440.94,600.0,4040.94,2,CHEVROLET,50.0,Y,46305.0,46637.0,500.0,84.0,RENT,18,641.78,17.0,1.0071,INDIRECT,0.67349,N,N
3972,Declined,GATEWAY,690,145,Retired,108,4382.0,1161.0,0.0,1161.0,1,KIA,25.0,Y,26820.0,28719.0,0.0,75.0,OWN,420,382.92,15.0,1.0708,INDIRECT,0.26495,N,N
3975,Approved,CONSUMER,754,369,Employed,43,5800.0,48.0,1900.0,1948.0,3,TOYOTA,13500.0,Y,24200.0,12626.56,0.0,66.0,RENT,7,206.54,1.0,0.5217,REFINANCE-PROMO,0.33586,N,N
3976,Approved,GATEWAY,539,170,Employed,42,2442.77,459.24,300.0,759.24,5,NISSAN,41001.0,N,16625.0,16161.0,1000.0,75.0,OTHER,120,407.05,7.0,0.972,CAR SALE,0.31081,N,N
3977,Declined,GATEWAY,673,150,Employed,144,10498.0,1425.0,500.0,2425.0,3,KIA,3986.0,Y,37170.0,38773.0,0.0,84.0,RENT,36,461.59,10.0,1.0431,INDIRECT,0.231,N,Y
3982,Declined,GATEWAY,656,368,Employed,24,12500.0,147.0,300.0,447.0,3,HYUNDAI,36298.0,N,19875.0,19014.0,0.0,72.0,RENT,24,264.09,6.0,0.9566,CAR SALE,0.03576,N,Y
3984,Declined,GATEWAY,728,390,Employed,48,6700.0,325.0,300.0,925.0,1,DODGE,111.0,Y,25580.0,29445.0,0.0,72.0,LIVEWITHPARENTS,48,408.96,1.0,1.151,INDIRECT,0.13806,N,Y
3989,Declined,GATEWAY,597,320,Employed,8,4108.0,447.0,525.0,1272.0,4,MITSUBISHI,37824.0,N,8400.0,8376.0,500.0,60.0,RENT,1,202.62,4.0,0.9971,INDIRECT,0.30964,N,Y
3993,Approved,GATEWAY,808,392,Employed,28,6000.0,541.0,599.0,1140.0,1,MAZDA,45.0,Y,22230.0,15034.0,3500.0,60.0,RENT,25,282.34,2.0,0.6762,INDIRECT,0.19,N,N
3997,Declined,GATEWAY,695,371,Employed,12,6470.0,1106.0,0.0,1106.0,2,CHEVROLET,50.0,Y,38260.0,37197.0,5000.0,75.0,OWN,36,495.96,4.0,0.9722,INDIRECT,0.17094,N,Y
3999,Approved,GATEWAY,678,305,Employed,240,3166.67,248.0,500.0,748.0,4,NISSAN,3388.0,N,19325.0,21413.0,1000.0,75.0,RENT,24,366.76,12.0,1.108,INDIRECT,0.23621,N,N
4001,Declined,GATEWAY,535,180,Employed,18,2500.0,1448.0,900.0,2348.0,7,DODGE,35363.0,N,20725.0,21223.0,200.0,72.0,RENT,2,294.77,8.0,1.024,INDIRECT,0.9392,N,N
4003,Approved,GATEWAY,804,436,Retired,0,7762.0,119.0,300.0,1294.0,1,NISSAN,6.0,Y,45120.0,29082.0,3500.0,75.0,LIVEWITHPARENTS,24,494.01,11.0,0.6445,CAR SALE,0.16671,N,Y
4012,Approved,GATEWAY,779,383,Employed,24,3800.0,673.0,0.0,673.0,1,HYUNDAI,33.0,Y,28525.0,27465.0,1730.0,84.0,OWN,3,399.14,8.0,0.9628,INDIRECT,0.17711,N,N
4014,Approved,GATEWAY,743,334,Employed,372,2200.0,302.0,0.0,302.0,6,FORD,63257.0,N,8900.0,9320.0,400.0,72.0,BUYING,300,219.87,1.0,1.0471,INDIRECT,0.13727,N,N
4015,Declined,CONSUMER,651,329,Employed,3,5000.0,355.66,400.0,755.66,5,KIA,0.0,N,13197.0,10197.0,3000.0,36.0,RENT,26,293.3,1.0,0.7726,DEALER PURCHASE,0.15113,N,N
4017,Declined,GATEWAY,773,384,Employed,8,7550.0,713.23,300.0,1013.23,9,FORD,91640.0,N,20225.0,22960.0,0.0,60.0,LIVEWITHPARENTS,192,434.19,2.0,1.1352,INDIRECT,0.1342,N,Y
