COURSE CODE,CLASS SECTION,Date,END DATE,MON,TUE,WED,THU,FRI,SAT,SUN,VENUE,START TIME,END TIME,COURSE TITLE
CCGL9054,2A,2022-02-12,2022-03-05,,,,,,SAT,,LE1,10:30,12:20,Responding to the Challenges of Aging Societies
CCGL9054,2A,2022-03-19,2022-04-09,,,,,,SAT,,LE1,10:30,12:20,Responding to the Challenges of Aging Societies
CCGL9054,2A,2022-04-23,2022-04-30,,,,,,SAT,,LE1,10:30,12:20,Responding to the Challenges of Aging Societies
CCGL9054,2AX,2022-01-22,2022-01-29,,,,,,SAT,,LE1,10:30,12:20,Responding to the Challenges of Aging Societies
CCGL9054,2AX,2022-02-12,2022-03-05,,,,,,SAT,,LE1,10:30,12:20,Responding to the Challenges of Aging Societies
CCGL9054,2AX,2022-03-19,2022-04-09,,,,,,SAT,,LE1,10:30,12:20,Responding to the Challenges of Aging Societies
CCGL9054,2AX,2022-04-23,2022-04-30,,,,,,SAT,,LE1,10:30,12:20,Responding to the Challenges of Aging Societies
CCGL9058,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.09,16:30,18:20,Villages and Global Futures
CCGL9058,2A,2022-02-09,2022-03-02,,,WED,,,,,CPD-LG.09,16:30,18:20,Villages and Global Futures
CCGL9058,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.09,16:30,18:20,Villages and Global Futures
CCGL9058,2AX,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.09,16:30,18:20,Villages and Global Futures
CCGL9058,2AX,2022-02-09,2022-03-02,,,WED,,,,,CPD-LG.09,16:30,18:20,Villages and Global Futures
CCGL9058,2AX,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.09,16:30,18:20,Villages and Global Futures
CCGL9059,2A,2022-01-19,2022-01-26,,,WED,,,,,CYCC501,16:30,18:20,Water in a Changing World
CCGL9059,2A,2022-02-09,2022-03-02,,,WED,,,,,CYCC501,16:30,18:20,Water in a Changing World
CCGL9059,2A,2022-03-23,2022-04-27,,,WED,,,,,CYCC501,16:30,18:20,Water in a Changing World
CCGL9059,2AX,2022-01-19,2022-01-26,,,WED,,,,,CYCC501,16:30,18:20,Water in a Changing World
CCGL9059,2AX,2022-02-09,2022-03-02,,,WED,,,,,CYCC501,16:30,18:20,Water in a Changing World
CCGL9059,2AX,2022-03-23,2022-04-27,,,WED,,,,,CYCC501,16:30,18:20,Water in a Changing World
CCGL9063,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.01,12:30,14:20,How to Make (Sense of) Money
CCGL9063,2A,2022-02-09,2022-03-02,,,WED,,,,,CPD-LG.01,12:30,14:20,How to Make (Sense of) Money
CCGL9063,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.01,12:30,14:20,How to Make (Sense of) Money
CCGL9065,2A,2022-01-19,2022-01-26,,,WED,,,,,CYCC501,12:30,14:20,Our Response to Climate Change: Hong Kong 2100
CCGL9065,2A,2022-02-09,2022-03-02,,,WED,,,,,CYCC501,12:30,14:20,Our Response to Climate Change: Hong Kong 2100
CCGL9065,2A,2022-03-23,2022-04-27,,,WED,,,,,CYCC501,12:30,14:20,Our Response to Climate Change: Hong Kong 2100
CCGL9065,2AX,2022-01-19,2022-01-26,,,WED,,,,,CYCC501,12:30,14:20,Our Response to Climate Change: Hong Kong 2100
CCGL9065,2AX,2022-02-09,2022-03-02,,,WED,,,,,CYCC501,12:30,14:20,Our Response to Climate Change: Hong Kong 2100
CCGL9065,2AX,2022-03-23,2022-04-27,,,WED,,,,,CYCC501,12:30,14:20,Our Response to Climate Change: Hong Kong 2100
CCGL9066,2A,2022-01-19,2022-01-26,,,WED,,,,,KB223,16:30,18:20,Music and Global Politics: From Beethoven to Beyoncé and Beyond
CCGL9066,2A,2022-02-09,2022-03-02,,,WED,,,,,KB223,16:30,18:20,Music and Global Politics: From Beethoven to Beyoncé and Beyond
CCGL9066,2A,2022-03-23,2022-04-27,,,WED,,,,,KB223,16:30,18:20,Music and Global Politics: From Beethoven to Beyoncé and Beyond
CCGL9066,2AX,2022-01-19,2022-01-26,,,WED,,,,,KB223,16:30,18:20,Music and Global Politics: From Beethoven to Beyoncé and Beyond
CCGL9066,2AX,2022-02-09,2022-03-02,,,WED,,,,,KB223,16:30,18:20,Music and Global Politics: From Beethoven to Beyoncé and Beyond
CCGL9066,2AX,2022-03-23,2022-04-27,,,WED,,,,,KB223,16:30,18:20,Music and Global Politics: From Beethoven to Beyoncé and Beyond
CCGL9068,2A,2022-01-19,2022-01-26,,,WED,,,,,CYPP4,12:30,14:20,Social Entrepreneurship for Social Impact
CCGL9068,2A,2022-02-09,2022-03-02,,,WED,,,,,CYPP4,12:30,14:20,Social Entrepreneurship for Social Impact
CCGL9068,2A,2022-03-09,2022-03-09,,,WED,,,,,LE1,14:00,17:50,Social Entrepreneurship for Social Impact
CCGL9068,2A,2022-03-23,2022-04-27,,,WED,,,,,CYPP4,12:30,14:20,Social Entrepreneurship for Social Impact
CCGL9068,2AX,2022-01-19,2022-01-26,,,WED,,,,,CYPP4,12:30,14:20,Social Entrepreneurship for Social Impact
CCGL9068,2AX,2022-02-09,2022-03-02,,,WED,,,,,CYPP4,12:30,14:20,Social Entrepreneurship for Social Impact
CCGL9068,2AX,2022-03-09,2022-03-09,,,WED,,,,,LE1,14:00,17:50,Social Entrepreneurship for Social Impact
CCGL9068,2AX,2022-03-23,2022-04-27,,,WED,,,,,CYPP4,12:30,14:20,Social Entrepreneurship for Social Impact
CCHU9001,2A,2022-01-19,2022-01-26,,,WED,,,,,LBNMPZ,14:30,16:20,Designs on the Future
CCHU9001,2A,2022-02-09,2022-03-02,,,WED,,,,,LBNMPZ,14:30,16:20,Designs on the Future
CCHU9001,2A,2022-03-23,2022-04-27,,,WED,,,,,LBNMPZ,14:30,16:20,Designs on the Future
CCHU9001,2AX,2022-01-19,2022-01-26,,,WED,,,,,LBNMPZ,14:30,16:20,Designs on the Future
CCHU9001,2AX,2022-02-09,2022-03-02,,,WED,,,,,LBNMPZ,14:30,16:20,Designs on the Future
CCHU9001,2AX,2022-03-23,2022-04-27,,,WED,,,,,LBNMPZ,14:30,16:20,Designs on the Future
CCHU9002,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.08,16:30,18:20,Battles for Bodies: The Birth of Surveillance Society
CCHU9002,2A,2022-02-09,2022-03-02,,,WED,,,,,CPD-LG.08,16:30,18:20,Battles for Bodies: The Birth of Surveillance Society
CCHU9002,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.08,16:30,18:20,Battles for Bodies: The Birth of Surveillance Society
CCHU9002,2AX,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.08,16:30,18:20,Battles for Bodies: The Birth of Surveillance Society
CCHU9002,2AX,2022-02-09,2022-03-02,,,WED,,,,,CPD-LG.08,16:30,18:20,Battles for Bodies: The Birth of Surveillance Society
CCHU9002,2AX,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.08,16:30,18:20,Battles for Bodies: The Birth of Surveillance Society
CCHU9006,2A,2022-01-19,2022-01-26,,,WED,,,,,MWT3,12:30,14:20,Girl Power in a Man's World
CCHU9006,2A,2022-02-09,2022-03-02,,,WED,,,,,MWT3,12:30,14:20,Girl Power in a Man's World
CCHU9006,2A,2022-03-23,2022-04-27,,,WED,,,,,MWT3,12:30,14:20,Girl Power in a Man's World
CCHU9007,2B,2022-01-19,2022-01-26,,,WED,,,,,LE1,16:30,18:20,Sexuality and Gender: Diversity and Society
CCHU9007,2B,2022-02-09,2022-03-02,,,WED,,,,,LE1,16:30,18:20,Sexuality and Gender: Diversity and Society
CCHU9007,2B,2022-03-23,2022-04-27,,,WED,,,,,LE1,16:30,18:20,Sexuality and Gender: Diversity and Society
CCHU9007,2BX,2022-01-19,2022-01-26,,,WED,,,,,LE1,16:30,18:20,Sexuality and Gender: Diversity and Society
CCHU9007,2BX,2022-02-09,2022-03-02,,,WED,,,,,LE1,16:30,18:20,Sexuality and Gender: Diversity and Society
CCHU9007,2BX,2022-03-23,2022-04-27,,,WED,,,,,LE1,16:30,18:20,Sexuality and Gender: Diversity and Society
CCHU9010,2A,2022-01-19,2022-01-26,,,WED,,,,,LE1,12:30,14:20,Being Different: Understanding People with Disabilities
CCHU9010,2A,2022-02-09,2022-03-02,,,WED,,,,,LE1,12:30,14:20,Being Different: Understanding People with Disabilities
CCHU9010,2A,2022-03-23,2022-04-27,,,WED,,,,,LE1,12:30,14:20,Being Different: Understanding People with Disabilities
CCHU9011,2A,2022-01-19,2022-01-26,,,WED,,,,,MB201,14:30,16:20,Social Divisions in Contemporary Societies
CCHU9011,2A,2022-02-09,2022-03-02,,,WED,,,,,MB201,14:30,16:20,Social Divisions in Contemporary Societies
CCHU9011,2A,2022-03-23,2022-04-27,,,WED,,,,,MB201,14:30,16:20,Social Divisions in Contemporary Societies
CCHU9013,2A,2022-01-19,2022-01-26,,,WED,,,,,LE4,12:30,14:20,Cultural Heritages in the Contemporary World
CCHU9013,2A,2022-02-09,2022-03-09,,,WED,,,,,LE4,12:30,14:20,Cultural Heritages in the Contemporary World
CCHU9013,2A,2022-03-23,2022-04-27,,,WED,,,,,LE4,12:30,14:20,Cultural Heritages in the Contemporary World
CCHU9016,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.07,14:30,16:20,The British Empire in Text and Image
CCHU9016,2A,2022-02-09,2022-03-02,,,WED,,,,,CPD-LG.07,14:30,16:20,The British Empire in Text and Image
CCHU9016,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.07,14:30,16:20,The British Empire in Text and Image
CCHU9016,2AX,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.07,14:30,16:20,The British Empire in Text and Image
CCHU9016,2AX,2022-02-09,2022-03-02,,,WED,,,,,CPD-LG.07,14:30,16:20,The British Empire in Text and Image
CCHU9016,2AX,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.07,14:30,16:20,The British Empire in Text and Image
CCHU9033,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.09,12:30,14:20,Countries of the Mind: Texts that Shape the World
CCHU9033,2A,2022-02-09,2022-03-02,,,WED,,,,,CPD-LG.09,12:30,14:20,Countries of the Mind: Texts that Shape the World
CCHU9033,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.09,12:30,14:20,Countries of the Mind: Texts that Shape the World
CCHU9033,2AX,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.09,12:30,14:20,Countries of the Mind: Texts that Shape the World
CCHU9033,2AX,2022-02-09,2022-03-02,,,WED,,,,,CPD-LG.09,12:30,14:20,Countries of the Mind: Texts that Shape the World
CCHU9033,2AX,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.09,12:30,14:20,Countries of the Mind: Texts that Shape the World
CCHU9034,2A,2022-01-19,2022-01-26,,,WED,,,,,KKLG109,16:30,18:20,Architecture and Film
CCHU9034,2A,2022-02-09,2022-03-02,,,WED,,,,,KKLG109,16:30,18:20,Architecture and Film
CCHU9034,2A,2022-03-23,2022-04-27,,,WED,,,,,KKLG109,16:30,18:20,Architecture and Film
CCHU9039,2B,2022-01-19,2022-01-26,,,WED,,,,,MWT7,16:30,18:20,Sexuality and Culture
CCHU9039,2B,2022-02-09,2022-03-02,,,WED,,,,,MWT7,16:30,18:20,Sexuality and Culture
CCHU9039,2B,2022-03-23,2022-04-27,,,WED,,,,,MWT7,16:30,18:20,Sexuality and Culture
CCHU9043,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-3.04,12:30,14:20,Rethinking Women: The Big Debates
CCHU9043,2A,2022-02-09,2022-03-02,,,WED,,,,,CPD-3.04,12:30,14:20,Rethinking Women: The Big Debates
CCHU9043,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-3.04,12:30,14:20,Rethinking Women: The Big Debates
CCHU9043,2AX,2022-01-19,2022-01-26,,,WED,,,,,CPD-3.04,12:30,14:20,Rethinking Women: The Big Debates
CCHU9043,2AX,2022-02-09,2022-03-02,,,WED,,,,,CPD-3.04,12:30,14:20,Rethinking Women: The Big Debates
CCHU9043,2AX,2022-03-23,2022-04-27,,,WED,,,,,CPD-3.04,12:30,14:20,Rethinking Women: The Big Debates
CCHU9044,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.10,16:30,18:20,Creative Arts as a Way of Knowing
CCHU9044,2A,2022-02-09,2022-03-02,,,WED,,,,,CPD-LG.10,16:30,18:20,Creative Arts as a Way of Knowing
CCHU9044,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.10,16:30,18:20,Creative Arts as a Way of Knowing
CCHU9045,2A,2022-01-19,2022-01-26,,,WED,,,,,KK101,14:30,16:20,Vision: The Science and Art of Perception
CCHU9045,2A,2022-02-09,2022-03-02,,,WED,,,,,KK101,14:30,16:20,Vision: The Science and Art of Perception
CCHU9045,2A,2022-03-23,2022-04-27,,,WED,,,,,KK101,14:30,16:20,Vision: The Science and Art of Perception
CCHU9049,2A,2022-01-19,2022-01-26,,,WED,,,,,RHT,16:30,18:20,Reinventing Classical Music
CCHU9049,2A,2022-02-09,2022-03-02,,,WED,,,,,RHT,16:30,18:20,Reinventing Classical Music
CCHU9049,2A,2022-03-23,2022-04-27,,,WED,,,,,RHT,16:30,18:20,Reinventing Classical Music
CCHU9049,2AX,2022-01-19,2022-01-26,,,WED,,,,,RHT,16:30,18:20,Reinventing Classical Music
CCHU9049,2AX,2022-02-09,2022-03-02,,,WED,,,,,RHT,16:30,18:20,Reinventing Classical Music
CCHU9049,2AX,2022-03-23,2022-04-27,,,WED,,,,,RHT,16:30,18:20,Reinventing Classical Music
CCHU9051,2A,2022-01-19,2022-01-26,,,WED,,,,,LE1,18:30,20:20,Mysteries of the Human Mind
CCHU9051,2A,2022-02-09,2022-03-02,,,WED,,,,,LE1,18:30,20:20,Mysteries of the Human Mind
CCHU9051,2A,2022-03-23,2022-04-27,,,WED,,,,,LE1,18:30,20:20,Mysteries of the Human Mind
CCHU9051,2AX,2022-01-19,2022-01-26,,,WED,,,,,LE1,18:30,20:20,Mysteries of the Human Mind
CCHU9051,2AX,2022-02-09,2022-03-02,,,WED,,,,,LE1,18:30,20:20,Mysteries of the Human Mind
CCHU9051,2AX,2022-03-23,2022-04-27,,,WED,,,,,LE1,18:30,20:20,Mysteries of the Human Mind
CCHU9056,2A,2022-01-19,2022-01-26,,,WED,,,,,LE4,14:30,16:20,"Virtual Worlds, Real Bodies"
CCHU9056,2A,2022-02-09,2022-03-02,,,WED,,,,,LE4,14:30,16:20,"Virtual Worlds, Real Bodies"
CCHU9056,2A,2022-03-23,2022-04-27,,,WED,,,,,LE4,14:30,16:20,"Virtual Worlds, Real Bodies"
CCHU9060,2A,2022-01-19,2022-01-26,,,WED,,,,,MWT6,14:30,16:20,"Games: Play, Learning and Society"
CCHU9060,2A,2022-02-09,2022-03-02,,,WED,,,,,MWT6,14:30,16:20,"Games: Play, Learning and Society"
CCHU9060,2A,2022-03-23,2022-04-27,,,WED,,,,,MWT6,14:30,16:20,"Games: Play, Learning and Society"
CCHU9062,2B,2022-01-19,2022-01-26,,,WED,,,,,CPD-3.04,18:30,20:20,Buddhist Visions in World Cinema
CCHU9062,2B,2022-02-09,2022-03-02,,,WED,,,,,CPD-3.04,18:30,20:20,Buddhist Visions in World Cinema
CCHU9062,2B,2022-03-23,2022-04-27,,,WED,,,,,CPD-3.04,18:30,20:20,Buddhist Visions in World Cinema
CCHU9062,2BX,2022-01-19,2022-01-26,,,WED,,,,,CPD-3.04,18:30,20:20,Buddhist Visions in World Cinema
CCHU9062,2BX,2022-02-09,2022-03-02,,,WED,,,,,CPD-3.04,18:30,20:20,Buddhist Visions in World Cinema
CCHU9062,2BX,2022-03-23,2022-04-27,,,WED,,,,,CPD-3.04,18:30,20:20,Buddhist Visions in World Cinema
CCHU9065,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.08,14:30,16:20,A Life Worth Living
CCHU9065,2A,2022-02-09,2022-03-02,,,WED,,,,,CPD-LG.08,14:30,16:20,A Life Worth Living
CCHU9065,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.08,14:30,16:20,A Life Worth Living
CCHU9065,2AX,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.08,14:30,16:20,A Life Worth Living
CCHU9065,2AX,2022-02-09,2022-03-02,,,WED,,,,,CPD-LG.08,14:30,16:20,A Life Worth Living
CCHU9065,2AX,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.08,14:30,16:20,A Life Worth Living
CCHU9069,2A,2022-01-19,2022-01-26,,,WED,,,,,CYPP3,16:30,18:20,Economic Logic of Civilizations: How Human Societies have Innovated to Deal with Risk
CCHU9069,2A,2022-02-09,2022-03-02,,,WED,,,,,CYPP3,16:30,18:20,Economic Logic of Civilizations: How Human Societies have Innovated to Deal with Risk
CCHU9069,2A,2022-03-23,2022-04-27,,,WED,,,,,CYPP3,16:30,18:20,Economic Logic of Civilizations: How Human Societies have Innovated to Deal with Risk
CCHU9070,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-2.19,14:30,16:20,Making Movies: Creative Expression on Screen
CCHU9070,2A,2022-02-09,2022-03-02,,,WED,,,,,CPD-2.19,14:30,16:20,Making Movies: Creative Expression on Screen
CCHU9070,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-2.19,14:30,16:20,Making Movies: Creative Expression on Screen
CCHU9070,2A,2022-05-04,2022-05-04,,,WED,,,,,CPD-3.28,13:30,17:50,Making Movies: Creative Expression on Screen
CCHU9074,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-2.19,16:30,19:20,Beyond Fake News
CCHU9074,2A,2022-02-09,2022-03-02,,,WED,,,,,CPD-2.19,16:30,19:20,Beyond Fake News
CCHU9074,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-2.19,16:30,19:20,Beyond Fake News
CCHU9076,2A,2022-01-19,2022-01-26,,,WED,,,,,CYCC501,14:30,16:20,"The Journalist: Comics, Movies, Fiction & Fact"
CCHU9076,2A,2022-02-09,2022-03-02,,,WED,,,,,CYCC501,14:30,16:20,"The Journalist: Comics, Movies, Fiction & Fact"
CCHU9076,2A,2022-03-23,2022-04-27,,,WED,,,,,CYCC501,14:30,16:20,"The Journalist: Comics, Movies, Fiction & Fact"
CCHU9076,2AX,2022-01-19,2022-01-26,,,WED,,,,,CYCC501,14:30,16:20,"The Journalist: Comics, Movies, Fiction & Fact"
CCHU9076,2AX,2022-02-09,2022-03-02,,,WED,,,,,CYCC501,14:30,16:20,"The Journalist: Comics, Movies, Fiction & Fact"
CCHU9076,2AX,2022-03-23,2022-04-27,,,WED,,,,,CYCC501,14:30,16:20,"The Journalist: Comics, Movies, Fiction & Fact"
CCHU9077,2A,2022-01-19,2022-01-26,,,WED,,,,,MWT1,14:30,16:20,"You Intoxicate Me: Use, Misuse and Dependence on Psychoactive Substances"
CCHU9077,2A,2022-02-09,2022-03-02,,,WED,,,,,MWT1,14:30,16:20,"You Intoxicate Me: Use, Misuse and Dependence on Psychoactive Substances"
CCHU9077,2A,2022-03-23,2022-04-27,,,WED,,,,,MWT1,14:30,16:20,"You Intoxicate Me: Use, Misuse and Dependence on Psychoactive Substances"
CCHU9077,2AX,2022-01-19,2022-01-26,,,WED,,,,,MWT1,14:30,16:20,"You Intoxicate Me: Use, Misuse and Dependence on Psychoactive Substances"
CCHU9077,2AX,2022-02-09,2022-03-02,,,WED,,,,,MWT1,14:30,16:20,"You Intoxicate Me: Use, Misuse and Dependence on Psychoactive Substances"
CCHU9077,2AX,2022-03-23,2022-04-27,,,WED,,,,,MWT1,14:30,16:20,"You Intoxicate Me: Use, Misuse and Dependence on Psychoactive Substances"
CCST9002,2A,2022-01-19,2022-01-26,,,WED,,,,,CYPP3,12:30,14:20,"Quantitative Literacy in Science, Technology and Society"
CCST9002,2A,2022-02-09,2022-03-02,,,WED,,,,,CYPP3,12:30,14:20,"Quantitative Literacy in Science, Technology and Society"
CCST9002,2A,2022-03-23,2022-04-27,,,WED,,,,,CYPP3,12:30,14:20,"Quantitative Literacy in Science, Technology and Society"
CCST9010,2A,2022-01-19,2022-01-26,,,WED,,,,,MWT7,12:30,14:20,The Science of Crime Investigation
CCST9010,2A,2022-02-09,2022-03-02,,,WED,,,,,MWT7,12:30,14:20,The Science of Crime Investigation
CCST9010,2A,2022-03-23,2022-04-27,,,WED,,,,,MWT7,12:30,14:20,The Science of Crime Investigation
CCST9012,2A,2022-01-19,2022-01-26,,,WED,,,,,CYPP2,18:30,20:20,Our Place in the Universe
CCST9012,2A,2022-02-09,2022-03-02,,,WED,,,,,CYPP2,18:30,20:20,Our Place in the Universe
CCST9012,2A,2022-03-23,2022-04-27,,,WED,,,,,CYPP2,18:30,20:20,Our Place in the Universe
CCST9012,2AX,2022-01-19,2022-01-26,,,WED,,,,,CYPP2,18:30,20:20,Our Place in the Universe
CCST9012,2AX,2022-02-09,2022-03-02,,,WED,,,,,CYPP2,18:30,20:20,Our Place in the Universe
CCST9012,2AX,2022-03-23,2022-04-27,,,WED,,,,,CYPP2,18:30,20:20,Our Place in the Universe
CCST9014,2A,2022-01-19,2022-01-26,,,WED,,,,,CYPP4,14:30,16:20,Science and Music
CCST9014,2A,2022-02-09,2022-03-02,,,WED,,,,,CYPP4,14:30,16:20,Science and Music
CCST9014,2A,2022-03-23,2022-04-27,,,WED,,,,,CYPP4,14:30,16:20,Science and Music
CCST9014,2AX,2022-01-19,2022-01-26,,,WED,,,,,CYPP4,14:30,16:20,Science and Music
CCST9014,2AX,2022-02-09,2022-03-02,,,WED,,,,,CYPP4,14:30,16:20,Science and Music
CCST9014,2AX,2022-03-23,2022-04-27,,,WED,,,,,CYPP4,14:30,16:20,Science and Music
CCST9018,2A,2022-01-19,2022-01-26,,,WED,,,,,LE1,14:30,16:20,Origin and Evolution of Life
CCST9018,2A,2022-02-09,2022-03-02,,,WED,,,,,LE1,14:30,16:20,Origin and Evolution of Life
CCST9018,2A,2022-03-23,2022-04-27,,,WED,,,,,LE1,14:30,16:20,Origin and Evolution of Life
CCST9018,2AX,2022-01-19,2022-01-26,,,WED,,,,,LE1,14:30,16:20,Origin and Evolution of Life
CCST9018,2AX,2022-02-09,2022-03-02,,,WED,,,,,LE1,14:30,16:20,Origin and Evolution of Life
CCST9018,2AX,2022-03-23,2022-04-27,,,WED,,,,,LE1,14:30,16:20,Origin and Evolution of Life
CCST9019,2A,2022-01-19,2022-01-26,,,WED,,,,,CYPP2,12:30,14:20,Understanding Climate Change
CCST9019,2A,2022-02-09,2022-03-02,,,WED,,,,,CYPP2,12:30,14:20,Understanding Climate Change
CCST9019,2A,2022-03-23,2022-04-27,,,WED,,,,,CYPP2,12:30,14:20,Understanding Climate Change
CCST9019,2AX,2022-01-19,2022-01-26,,,WED,,,,,CYPP2,12:30,14:20,Understanding Climate Change
CCST9019,2AX,2022-02-09,2022-03-02,,,WED,,,,,CYPP2,12:30,14:20,Understanding Climate Change
CCST9019,2AX,2022-03-23,2022-04-27,,,WED,,,,,CYPP2,12:30,14:20,Understanding Climate Change
CCST9025,2B,2022-01-19,2022-01-26,,,WED,,,,,LE5,14:30,16:20,Genetics and Human Nature
CCST9025,2B,2022-02-09,2022-03-02,,,WED,,,,,LE5,14:30,16:20,Genetics and Human Nature
CCST9025,2B,2022-03-23,2022-04-27,,,WED,,,,,LE5,14:30,16:20,Genetics and Human Nature
CCST9038,2A,2022-01-19,2022-01-26,,,WED,,,,,CYPP2,14:30,16:20,Science and Science Fiction
CCST9038,2A,2022-02-09,2022-03-02,,,WED,,,,,CYPP2,14:30,16:20,Science and Science Fiction
CCST9038,2A,2022-03-23,2022-04-27,,,WED,,,,,CYPP2,14:30,16:20,Science and Science Fiction
CCST9038,2AX,2022-01-19,2022-01-26,,,WED,,,,,CYPP2,14:30,16:20,Science and Science Fiction
CCST9038,2AX,2022-02-09,2022-03-02,,,WED,,,,,CYPP2,14:30,16:20,Science and Science Fiction
CCST9038,2AX,2022-03-23,2022-04-27,,,WED,,,,,CYPP2,14:30,16:20,Science and Science Fiction
CCST9043,2A,2022-01-19,2022-01-26,,,WED,,,,,KK202,12:30,14:20,Time’s Arrow
CCST9043,2A,2022-02-09,2022-03-02,,,WED,,,,,KK202,12:30,14:20,Time’s Arrow
CCST9043,2A,2022-03-23,2022-04-27,,,WED,,,,,KK202,12:30,14:20,Time’s Arrow
CCST9045,2A,2022-01-19,2022-01-26,,,WED,,,,,CYCP1,14:30,16:20,The Science and Lore of Culinary Culture
CCST9045,2A,2022-02-09,2022-03-02,,,WED,,,,,CYCP1,14:30,16:20,The Science and Lore of Culinary Culture
CCST9045,2A,2022-03-23,2022-04-27,,,WED,,,,,CYCP1,14:30,16:20,The Science and Lore of Culinary Culture
CCST9047,2A,2022-01-19,2022-01-26,,,WED,,,,,KB223,14:30,16:20,The Age of Big Data
CCST9047,2A,2022-02-09,2022-03-02,,,WED,,,,,KB223,14:30,16:20,The Age of Big Data
CCST9047,2A,2022-03-23,2022-04-27,,,WED,,,,,KB223,14:30,16:20,The Age of Big Data
CCST9047,2AX,2022-01-19,2022-01-26,,,WED,,,,,KB223,14:30,16:20,The Age of Big Data
CCST9047,2AX,2022-02-09,2022-03-02,,,WED,,,,,KB223,14:30,16:20,The Age of Big Data
CCST9047,2AX,2022-03-23,2022-04-27,,,WED,,,,,KB223,14:30,16:20,The Age of Big Data
CCST9049,2A,2022-01-19,2022-01-26,,,WED,,,,,MWT3,16:30,18:20,From Human Vision to Machine Vision
CCST9049,2A,2022-02-09,2022-03-02,,,WED,,,,,MWT3,16:30,18:20,From Human Vision to Machine Vision
CCST9049,2A,2022-03-23,2022-04-27,,,WED,,,,,MWT3,16:30,18:20,From Human Vision to Machine Vision
CCST9062,2A,2022-01-19,2022-01-26,,,WED,,,,,KK101,16:30,18:20,Sports: For You and Hong Kong
CCST9062,2A,2022-02-09,2022-03-02,,,WED,,,,,KK101,16:30,18:20,Sports: For You and Hong Kong
CCST9062,2A,2022-03-23,2022-04-27,,,WED,,,,,KK101,16:30,18:20,Sports: For You and Hong Kong
CCST9063,2A,2022-01-19,2022-01-26,,,WED,,,,,LE4,16:30,18:20,"The Unseen: Invaders, Healers, and the Microbial World"
CCST9063,2A,2022-02-09,2022-03-02,,,WED,,,,,LE4,16:30,18:20,"The Unseen: Invaders, Healers, and the Microbial World"
CCST9063,2A,2022-03-23,2022-04-27,,,WED,,,,,LE4,16:30,18:20,"The Unseen: Invaders, Healers, and the Microbial World"
CCST9065,2A,2022-01-19,2022-01-26,,,WED,,,,,CYPP2,16:30,18:20,Women in Science
CCST9065,2A,2022-02-09,2022-03-02,,,WED,,,,,CYPP2,16:30,18:20,Women in Science
CCST9065,2A,2022-03-23,2022-04-27,,,WED,,,,,CYPP2,16:30,18:20,Women in Science
CCST9066,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.01,18:30,20:20,"Big Data Solutions to Social Problems: the Good, the Bad and the Ugly"
CCST9066,2A,2022-02-09,2022-03-02,,,WED,,,,,CPD-LG.01,18:30,20:20,"Big Data Solutions to Social Problems: the Good, the Bad and the Ugly"
CCST9066,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.01,18:30,20:20,"Big Data Solutions to Social Problems: the Good, the Bad and the Ugly"
CCST9066,2AX,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.01,18:30,20:20,"Big Data Solutions to Social Problems: the Good, the Bad and the Ugly"
CCST9066,2AX,2022-02-09,2022-03-02,,,WED,,,,,CPD-LG.01,18:30,20:20,"Big Data Solutions to Social Problems: the Good, the Bad and the Ugly"
